,Local authority code,Local authority name,LSOA code,LSOA name,Year ending Dec 2017,Year ending Mar 2018,Year ending Jun 2018,Year ending Sep 2018,Year ending Dec 2018,Year ending Mar 2019,Year ending Jun 2019,Year ending Sep 2019,Year ending Dec 2019,Year ending Mar 2020
26088,E08000029,Solihull,E01010160,Solihull 012D,240000,232000,239975,240000,240475,248500,248500,252500,269950,274000
26089,E08000029,Solihull,E01010161,Solihull 012E,252500,257786,258072,272000,287500,295000,320000,307750,285000,292000
26090,E08000029,Solihull,E01010162,Solihull 010C,260500,232000,238000,239000,233800,241000,231000,231250,230000,229500
26091,E08000029,Solihull,E01010163,Solihull 010D,260000,265000,262750,250000,249000,249500,269115.5,270000,273750,272500
26092,E08000029,Solihull,E01010164,Solihull 017B,365000,376000,385750,392500,379000,355000,365000,375000,370000,370000
26093,E08000029,Solihull,E01010165,Solihull 017C,248997.5,265000,268500,327500,310000,272500,269000,279950,281475,310000
26094,E08000029,Solihull,E01010166,Solihull 025A,449975,459950,459950,394975,365000,345000,290000,362500,435000,485000
26095,E08000029,Solihull,E01010167,Solihull 017D,320000,325000,327500,330000,425000,363250,320750,385750,379000,389500
26096,E08000029,Solihull,E01010168,Solihull 025B,355000,355000,355000,366000,417000,412500,382500,339000,322500,320000
26097,E08000029,Solihull,E01010169,Solihull 025C,290000,290000,315000,350000,350000,350000,391000,475000,440000,453750
26098,E08000029,Solihull,E01010170,Solihull 025D,456500,456500,450000,450000,450000,452000,513750,493750,452000,432000
26099,E08000029,Solihull,E01010171,Solihull 025E,421250,430000,430000,366125,342250,416325,445000,446000,445000,415000
26100,E08000029,Solihull,E01010172,Solihull 014A,345000,347500,350000,356250,346500,337475,310000,339950,355000,360000
26101,E08000029,Solihull,E01010173,Solihull 014B,440307.5,460975,459950,459950,497500,470000,458000,443975,427475,425000
26102,E08000029,Solihull,E01010174,Solihull 013A,224000,222500,238000,231500,237500,233500,225000,232000,233250,240000
26103,E08000029,Solihull,E01010175,Solihull 013B,362500,378250,388250,369250,388000,359500,340000,321500,307500,267000
26104,E08000029,Solihull,E01010176,Solihull 014C,406000,450000,418000,430000,430000,414975,425000,427500,425000,435000
26105,E08000029,Solihull,E01010177,Solihull 013C,237500,240000,245500,245000,245000,243500,223250,245000,262500,255000
26106,E08000029,Solihull,E01010178,Solihull 013D,172500,176750,180000,186000,181000,185000,185000,204000,192500,187500
26107,E08000029,Solihull,E01010179,Solihull 014D,225000,222500,229950,229950,227475,229950,233000,233000,235000,233000
26108,E08000029,Solihull,E01010180,Solihull 029A,303950,301950,305000,299950,300250,307500,298750,316250,297950,297950
26109,E08000029,Solihull,E01010181,Solihull 029B,357500,331500,336500,315997.5,425000,390000,387500,422995,425000,455000
26110,E08000029,Solihull,E01010183,Solihull 029D,290000,355000,365000,365000,372475,320000,300000,325000,374475,384950
26111,E08000029,Solihull,E01010184,Solihull 028B,350000,347375,348000,370000,368750,372225,372225,352500,348750,325000
26112,E08000029,Solihull,E01010185,Solihull 028C,480000,576250,499950,499950,610000,574950,620000,647500,698750,682500
26113,E08000029,Solihull,E01010186,Solihull 028D,348500,358475,348500,340000,333000,380750,354000,360000,388250,390000
26114,E08000029,Solihull,E01010187,Solihull 028E,693000,625000,575000,557500,547500,555000,560000,552500,612500,:
26115,E08000029,Solihull,E01010188,Solihull 028F,700000,525000,641772,641772,654386,750000,765000,807500,770000,787500
26116,E08000029,Solihull,E01010189,Solihull 029E,389000,419000,382475,389975,382475,385000,375000,370000,343750,341250
26117,E08000029,Solihull,E01010190,Solihull 024A,447500,452500,480000,480000,392000,425500,401000,450250,507000,548500
26118,E08000029,Solihull,E01010191,Solihull 022A,291250,289000,289000,291000,301250,343000,352000,354500,365000,347475
26119,E08000029,Solihull,E01010192,Solihull 019A,365000,363250,397500,357500,290000,470000,249975,249950,228725,225000
26120,E08000029,Solihull,E01010193,Solihull 024B,708125,584500,572500,560000,560000,565000,565000,535000,487250,500000
26121,E08000029,Solihull,E01010194,Solihull 024C,342000,407500,440000,419975,429950,429950,365475,385000,385000,419975
26122,E08000029,Solihull,E01010195,Solihull 016A,450000,510000.5,640000,522500.5,522500.5,525000,485000,505000,505000,510000
26123,E08000029,Solihull,E01010196,Solihull 019B,545000,550000,550000,550000,556500,563000,566475,569975,575000,561000
26124,E08000029,Solihull,E01010197,Solihull 019C,565000,658000,640000,627500,635000,602500,582500,600000,590000,590000
26125,E08000029,Solihull,E01010198,Solihull 019D,287500,270329,351500,291250,295000,400000,262500,255500,262500,278500
26126,E08000029,Solihull,E01010199,Solihull 018A,338500,351500,371000,367975,368000,364950,364950,364250,365000,384000
26127,E08000029,Solihull,E01010200,Solihull 018B,170000,220000,237000,255000,255000,254950,252500,251750,251250,251000
26128,E08000029,Solihull,E01010201,Solihull 018C,240000,250000,270950,272500,279950,282975,300000,327950,321475,328975
26129,E08000029,Solihull,E01010202,Solihull 022B,330000,349500,359500,360000,359500,369250,359750,363500,379250,374500
26130,E08000029,Solihull,E01010203,Solihull 022C,253675,273000,295000,234975,245600,180000,180000,240000,235000,275000
26131,E08000029,Solihull,E01010204,Solihull 018D,174000,169500,162500,172000,182500,182500,186000,188250,194000,248250
26132,E08000029,Solihull,E01010205,Solihull 018E,420000,420000,407500,420000,396000,465000,471500,460000,467500,463000
26133,E08000029,Solihull,E01010206,Solihull 018F,327000,327000,320000,320000,318000,322500,320000,332500,332500,335000
26134,E08000029,Solihull,E01010207,Solihull 024D,375000,300000,350000,320000,297500,360000,309975,362500,400000,485000
26135,E08000029,Solihull,E01010208,Solihull 023A,319709,320000,330000,348000,349000,340000,309250,305000,305000,315000
26136,E08000029,Solihull,E01010209,Solihull 022D,256000,256000,249975,249975,248000,242500,241750,230000,237500,245000
26137,E08000029,Solihull,E01010210,Solihull 023B,368500,375000,375000,355000,355000,345500,375000,345500,361475,361475
26138,E08000029,Solihull,E01010211,Solihull 023C,229950,295000,345000,345000,339950,317500,260000,282500,282500,252475
26139,E08000029,Solihull,E01010212,Solihull 027A,461000,487300,528000,530000,500000,515000,530000,535000,532500,535000
26140,E08000029,Solihull,E01010213,Solihull 022E,228300,232617.5,268500,259000,323000,282000,268250,269950,265250,268225
26141,E08000029,Solihull,E01010214,Solihull 027B,341000,350000,365000,367475,342500,370000,380975,399975,437039.5,456500
26142,E08000029,Solihull,E01010215,Solihull 027C,277475,360000,375000,475000,383500,350000,356750,277500,300000,356000
26143,E08000029,Solihull,E01010216,Solihull 027D,315397.5,345372.5,345372.5,364975,375000,367000,349500,279950,281350,340750
26144,E08000029,Solihull,E01010217,Solihull 023D,307950,307000,310000,326750,330000,347000,327000,325500,326000,321000
26145,E08000029,Solihull,E01010218,Solihull 021A,166000,175000,181500,192500,207250,192500,218500,227000,205000,207500
26146,E08000029,Solihull,E01010219,Solihull 021B,206725,227500,215000,235000,250000,247250,251750,255500,228500,245000
26147,E08000029,Solihull,E01010220,Solihull 030A,272000,271000,265000,262375,270000,275500,282500,270500,266000,260000
26148,E08000029,Solihull,E01010221,Solihull 021C,234950,238500,245000,240000,240000,255475,265000,255475,259950,270000
26149,E08000029,Solihull,E01010222,Solihull 021D,250000,257950,256725,260475,250000,265000,281250,280000,280000,268500
26150,E08000029,Solihull,E01010223,Solihull 030B,237975,239950,239975,253750,251000,268000,276475,269250,273500,270000
26151,E08000029,Solihull,E01010225,Solihull 030C,230000,238000,250000,266000,266000,260750,250000,247750,262475,264950
26152,E08000029,Solihull,E01010226,Solihull 016B,202475,209950,205000,205000,216000,264950,271500,277475,275000,236250
26153,E08000029,Solihull,E01010227,Solihull 015C,340000,330000,353500,342000,299950,354500,340000,375000,362500,346250
26154,E08000029,Solihull,E01010228,Solihull 015D,249950,240000,239000,260000,252000,260000,267000,272750,295000,285500
26155,E08000029,Solihull,E01010229,Solihull 016C,410625,385000,420000,500000,510000,585000,560000,407500,385000,413500
26156,E08000029,Solihull,E01010230,Solihull 016D,280000,255000,247000,252500,257500,257500,253750,275000,270000,280000
26157,E08000029,Solihull,E01010231,Solihull 016E,489125,489125,490250,484300,491000,489500,489500,489500,483250,490000
26158,E08000029,Solihull,E01010232,Solihull 015E,160000,164000,185000,169000,182500,182500,185000,203500,163500,170000
26159,E08000029,Solihull,E01010233,Solihull 016F,222000,220000,235000,235000,235000,237500,225500,240000,240000,236000
26160,E08000029,Solihull,E01010234,Solihull 004B,158250,161250,153250,145000,145000,160000,193250,193250,194750,192000
26161,E08000029,Solihull,E01010235,Solihull 002A,125000,114000,112000,114000,130000,131500,133000,143000,135000,145000
26162,E08000029,Solihull,E01010236,Solihull 002B,124000,127500,124000,118500,128500,122000,136500,150000,145000,140000
26163,E08000029,Solihull,E01010237,Solihull 004C,160000,160000,160000,160000,160000,163000,177500,195000,178750,178750
26164,E08000029,Solihull,E01010238,Solihull 004D,120000,123750,127500,127500,125000,128000,131000,130000,136500,141000
26165,E08000029,Solihull,E01010239,Solihull 002C,128500,130000,123000,130000,123750,127500,127500,127500,128000,120000
26166,E08000029,Solihull,E01010240,Solihull 002D,110000,115000,122500,123000,125000,125000,127000,134500,131500,128000
26167,E08000029,Solihull,E01032590,Solihull 030D,256000,242725,238000,220000,238000,281250,283750,281250,275000,252500
26168,E08000029,Solihull,E01032885,Solihull 029F,182500,189975,190000,190000,212500,211250,212500,204500,199000,199975
26169,E08000029,Solihull,E01032886,Solihull 029G,350000,370000,385000,387475,397475,388950,387500,339000,336500,322500
26170,E08000030,Walsall,E01010241,Walsall 015A,178000,175000,172500,184950,190450,195475,210000,210000,216950,216950
26171,E08000030,Walsall,E01010242,Walsall 015B,152750,152750,155750,152750,153250,156500,156750,156500,145000,141650
26172,E08000030,Walsall,E01010243,Walsall 015C,218500,222000,226000,223500,200000,209000,200000,195000,220000,190000
26173,E08000030,Walsall,E01010244,Walsall 015D,148850,148850,148850,153000,143000,167250,171000,170250,172250,163000
26174,E08000030,Walsall,E01010245,Walsall 022A,235500,249950,234500,225400,242500,245750,299999,321000,351000,356750
26175,E08000030,Walsall,E01010246,Walsall 022B,225000,223000,223000,220000,225500,230960.5,240000,232000,229950,230000
26176,E08000030,Walsall,E01010247,Walsall 022C,215000,232000,250000,266750,269950,272475,280000,291500,275000,270000
26177,E08000030,Walsall,E01010248,Walsall 022D,342500,332500,332475,305000,320000,380000,343000,343000,334000,328000
26178,E08000030,Walsall,E01010249,Walsall 004A,140000,150000,130000,162500,168000,168000,172500,166500,165000,165000
26179,E08000030,Walsall,E01010250,Walsall 004B,205000,222500,212500,212500,191250,190000,190000,190000,167000,195000
26180,E08000030,Walsall,E01010251,Walsall 007A,250000,260750,264000,258000,259500,258000,256250,263750,270000,252000
26181,E08000030,Walsall,E01010252,Walsall 004C,141500,152000,170000,172500,171250,160000,172500,167500,165000,152000
26182,E08000030,Walsall,E01010253,Walsall 007B,173125,190000,186250,165000,152000,138500,134500,129750,156250,156250
26183,E08000030,Walsall,E01010254,Walsall 004D,157000,153500,150000,147475,150000,155500,152000,166500,150000,144750
26184,E08000030,Walsall,E01010255,Walsall 007C,224250,239950,232500,255000,245000,262000,275000,277500,292500,292500
26185,E08000030,Walsall,E01010256,Walsall 007D,169250,172000,172000,172500,173750,185000,175000,180000,165000,160750
26186,E08000030,Walsall,E01010257,Walsall 007E,225000,235000,232500,235000,222500,213500,222500,211500,213000,225000
26187,E08000030,Walsall,E01010258,Walsall 023A,114000,114000,116875,116875,133500,134250,134250,135000,115000,115000
26188,E08000030,Walsall,E01010259,Walsall 023B,136250,136250,122000,120000,114000,136500,150000,145750,152500,152500
26189,E08000030,Walsall,E01010260,Walsall 023C,120000,121500,120000,136000,140500,141000,141000,140000,140000,140000
26190,E08000030,Walsall,E01010261,Walsall 033A,91500,110000,80000,107500,111250,105000,106250,107500,107500,113500
26191,E08000030,Walsall,E01010262,Walsall 036A,112500,115000,115000,115500,110000,132500,110000,111250,120000,113750
26192,E08000030,Walsall,E01010263,Walsall 033B,105000,105000,105000,116000,124200,140000,145000,140000,125000,108000
26193,E08000030,Walsall,E01010264,Walsall 033C,104000,109500,118000,118000,122500,121000,101000,106000,140000,140000
26194,E08000030,Walsall,E01010265,Walsall 033D,96500,110000,115000,123750,136500,126500,138000,112500,112500,107497.5
26195,E08000030,Walsall,E01010266,Walsall 023D,90250,94000,106000,112000,116000,120000,115500,116000,116000,121500
26196,E08000030,Walsall,E01010267,Walsall 021A,128500,127750,130000,132000,135000,141500,152500,150000,144500,144000
26197,E08000030,Walsall,E01010268,Walsall 021B,89000,88500,94000,80000,78500,80000,83500,89000,89500,90750
26198,E08000030,Walsall,E01010269,Walsall 026A,74000,71250,76000,87500,84000,87500,90000,93000,95250,100000
26199,E08000030,Walsall,E01010270,Walsall 026B,125000,132975,136000,138000,143750,135000,147500,149000,147000,145000
26200,E08000030,Walsall,E01010271,Walsall 017A,105000,108000,98500,108000,146500,148500,132000,130000,116000,123000
26201,E08000030,Walsall,E01010272,Walsall 017B,86000,86500,93500,85000,95000,96000,100000,104500,104500,107000
26202,E08000030,Walsall,E01010273,Walsall 017C,91750,98500,93250,105000,107500,107500,114000,113250,110000,109250
26203,E08000030,Walsall,E01010274,Walsall 021C,98000,99000,115000,105000,109500,109500,112000,116000,120000,120000
26204,E08000030,Walsall,E01010275,Walsall 021D,105000,105000,110000,115000,112500,112500,115000,115000,117250,115000
26205,E08000030,Walsall,E01010277,Walsall 013B,125000,118000,119000,120000,119000,125000,125500,128000,131500,130000
26206,E08000030,Walsall,E01010279,Walsall 018B,102250,104000,111500,108750,125000,133000,134000,134000,128500,132000
26207,E08000030,Walsall,E01010282,Walsall 012A,117500,102900,92500,105000,107000,110000,122500,122500,117500,117500
26208,E08000030,Walsall,E01010283,Walsall 013D,110000,122500,124500,125000,124000,116500,118000,116500,112750,120000
26209,E08000030,Walsall,E01010284,Walsall 006A,125000,128000,116000,125000,136250,140000,141000,142000,142000,150000
26210,E08000030,Walsall,E01010285,Walsall 006B,185000,186000,222500,237500,229450,232225,205000,180000,225000,235000
26211,E08000030,Walsall,E01010286,Walsall 006C,120000,133500,130000,125000,122500,120000,120000,120000,126000,130000
26212,E08000030,Walsall,E01010287,Walsall 012B,120000,122475,124950,128500,129247.5,170000,170000,170000,165000,124000
26213,E08000030,Walsall,E01010288,Walsall 012C,90750,91500,98500,104000,114000,114000,111975,123750,117500,115000
26214,E08000030,Walsall,E01010289,Walsall 012D,94000,97475,108000,110000,111000,113000,117500,108000,120050,120050
26215,E08000030,Walsall,E01010290,Walsall 006D,160250,157000,153000,158000,150000,140500,140500,141500,140000,144500
26216,E08000030,Walsall,E01010291,Walsall 009A,107500,117000,121000,117000,117000,116000,119000,119950,121250,125000
26217,E08000030,Walsall,E01010292,Walsall 008A,127000,127500,129000,138500,129000,132000,130000,156500,163500,177000
26218,E08000030,Walsall,E01010293,Walsall 009B,161500,127500,120000,108000,106750,115000,156750,176500,185000,151000
26219,E08000030,Walsall,E01010294,Walsall 008B,102400,115000,101250,89800,95250,90500,68000,120000,115000,117000
26220,E08000030,Walsall,E01010295,Walsall 017D,115000,117500,120000,125000,122000,120000,123000,123000,130000,124000
26221,E08000030,Walsall,E01010296,Walsall 008C,221800,215000,167500,166500,166500,169750,170000,174000,185000,187500
26222,E08000030,Walsall,E01010297,Walsall 008D,236000,239000,239000,247500,255000,255000,260000,262500,267000,260000
26223,E08000030,Walsall,E01010298,Walsall 009C,114000,115000,123500,127000,127000,133000,137000,136500,142500,145000
26224,E08000030,Walsall,E01010299,Walsall 009D,98000,102500,103750,107500,100000,115000,115000,112500,120000,117500
26225,E08000030,Walsall,E01010300,Walsall 009E,107000,107000,105000,107750,106500,109500,121500,126500,126500,126500
26226,E08000030,Walsall,E01010301,Walsall 001A,132500,122500,135000,150000,142500,150000,155000,147500,157000,164000
26227,E08000030,Walsall,E01010302,Walsall 002A,120000,120000,129000,131500,138000,141000,144500,145500,140000,138750
26228,E08000030,Walsall,E01010303,Walsall 001B,145750,152475,147475,149950,144000,148750,150000,146000,159975,157500
26229,E08000030,Walsall,E01010304,Walsall 002B,142000,155000,161500,170000,167000,168500,166000,154750,157000,160500
26230,E08000030,Walsall,E01010305,Walsall 002C,122500,131250,130000,135000,135000,148000,150000,149000,149000,148500
26231,E08000030,Walsall,E01010306,Walsall 001C,163247.5,167995,172247.5,179997.5,179997.5,164750,162000,162000,180000,175000
26232,E08000030,Walsall,E01010307,Walsall 001D,170000,163000,163000,176250,185000,186000,198000,186000,185000,179500
26233,E08000030,Walsall,E01010308,Walsall 002D,109497.5,131000,215000,225995,224995,200000,135000,141000,141000,118000
26234,E08000030,Walsall,E01010309,Walsall 036B,90000,119000,121500,111000,113750,112000,120000,120000,120000,120000
26235,E08000030,Walsall,E01010310,Walsall 038A,115000,115500,124500,117250,111750,112500,122225,204995,219995,219995
26236,E08000030,Walsall,E01010311,Walsall 036C,171450,170997.5,171950,171995,172995,175995,177995,181497.5,168000,158000
26237,E08000030,Walsall,E01010312,Walsall 038B,116500,125000,100500,97500,100000,100000,114750,121000,128000,121000
26238,E08000030,Walsall,E01010313,Walsall 038C,122500,118000,118000,104500,91000,115500,115500,116000,115000,120000
26239,E08000030,Walsall,E01010314,Walsall 038D,125000,125000,125837.5,122600,95000,103500,87000,94000,94000,90000
26240,E08000030,Walsall,E01010315,Walsall 038E,137995,141995,143995,143995,144995,147495,192495,189995,187995,170000
26241,E08000030,Walsall,E01010316,Walsall 036D,105000,100750,:,116500,116500,116500,118000,130000,120500,120500
26242,E08000030,Walsall,E01010317,Walsall 024A,259975,259250,253750,265000,277500,285000,292500,285000,257250,259500
26243,E08000030,Walsall,E01010318,Walsall 024B,121500,111250,120000,131250,120000,135750,155000,131000,125500,111205
26244,E08000030,Walsall,E01010319,Walsall 010A,247500,249950,235000,235000,227500,266000,266000,248500,248500,245750
26245,E08000030,Walsall,E01010320,Walsall 016A,154950,164950,156000,160000,150000,150000,150000,150000,160000,150000
26246,E08000030,Walsall,E01010321,Walsall 010B,127000,134500,150500,150500,135000,135000,133000,146000,147000,147000
26247,E08000030,Walsall,E01010322,Walsall 016B,140000,132000,150000,155000,189950,189950,189950,192500,148500,149950
26248,E08000030,Walsall,E01010323,Walsall 016C,154500,131000,130000,150000,164000,168000,166500,156500,145000,145000
26249,E08000030,Walsall,E01010324,Walsall 016D,135000,135000,143500,150000,167000,151225,158000,158000,156000,158000
26250,E08000030,Walsall,E01010325,Walsall 024C,192000,190000,190000,223750,183000,207500,215000,217500,235000,227500
26251,E08000030,Walsall,E01010326,Walsall 029A,275000,275000,254975,225000,227500,164475,232000,260000,235000,217500
26252,E08000030,Walsall,E01010327,Walsall 029B,101000,102000,105000,105000,109250,115500,116000,121000,124000,121000
26253,E08000030,Walsall,E01010328,Walsall 029C,334000,317750,327750,327750,340000,332500,325000,356500,325000,343750
26254,E08000030,Walsall,E01010329,Walsall 039A,310000,311500,271050,255250,250000,221000,221000,221000,222000,270000
26255,E08000030,Walsall,E01010330,Walsall 029D,101500,112475,110000,88500,85000,88500,88250,91000,94000,105500
26256,E08000030,Walsall,E01010331,Walsall 035A,265000,265000,270000,282500,285000,290000,285000,267000,267000,273500
26257,E08000030,Walsall,E01010332,Walsall 035B,365000,355000,309000,315000,315000,367000,374500,338000,338000,330500
26258,E08000030,Walsall,E01010333,Walsall 035C,230000,230000,230000,261000,282500,280000,257000,261250,265500,275000
26259,E08000030,Walsall,E01010334,Walsall 035D,365000,376250,340000,335000,330000,318000,320000,318000,300000,324000
26260,E08000030,Walsall,E01010335,Walsall 037A,107500,116500,115000,128000,128725,128000,128000,128000,128000,146250
26261,E08000030,Walsall,E01010336,Walsall 034A,120000,116500,116000,117000,140500,133000,128000,131500,121250,125000
26262,E08000030,Walsall,E01010337,Walsall 037B,150000,150000,156450,156450,193000,176500,191000,171750,161000,165500
26263,E08000030,Walsall,E01010338,Walsall 037C,145000,150000,152500,148750,140500,140500,135000,141250,148500,145250
26264,E08000030,Walsall,E01010339,Walsall 037D,188500,194250,188500,179975,160000,174950,185000,203000,206000,199000
26265,E08000030,Walsall,E01010340,Walsall 034B,:,:,:,:,:,:,108000,102000,121250,122500
26266,E08000030,Walsall,E01010341,Walsall 034C,106000,110500,111500,110000,111500,116750,123000,123000,119250,109000
26267,E08000030,Walsall,E01010342,Walsall 034D,95000,95000,96500,96500,:,98000,90000,90000,90500,90000
26268,E08000030,Walsall,E01010343,Walsall 034E,89000,90000,102500,95000,102500,110000,94000,106500,109000,110000
26269,E08000030,Walsall,E01010344,Walsall 034F,111500,114000,110000,108750,118500,118500,126000,125000,116000,120000
26270,E08000030,Walsall,E01010345,Walsall 003A,205000,195000,207000,195000,207000,213500,195000,205225,198500,208450
26271,E08000030,Walsall,E01010346,Walsall 003B,176000,183000,185500,189000,187750,185000,185000,186250,187500,194000
26272,E08000030,Walsall,E01010347,Walsall 003C,125000,125000,125000,142500,150000,161000,155000,161500,162000,168500
26273,E08000030,Walsall,E01010348,Walsall 005A,141000,132500,136500,138000,147475,157250,162000,157000,162000,163500
26274,E08000030,Walsall,E01010349,Walsall 005B,160000,175000,178000,160500,164950,158000,155000,155000,167500,189000
26275,E08000030,Walsall,E01010350,Walsall 003D,169975,179950,157750,171625,172500,150000,184000,165000,165000,160000
26276,E08000030,Walsall,E01010351,Walsall 005C,156000,167000,177500,206750,213500,177500,180475,165000,155250,195000
26277,E08000030,Walsall,E01010352,Walsall 005D,180000,172000,180000,180000,199950,215000,232500,235000,217500,220000
26278,E08000030,Walsall,E01010353,Walsall 010C,160000,163500,165000,172000,162000,161000,159000,160000,158500,154000
26279,E08000030,Walsall,E01010354,Walsall 010D,177000,177000,160000,160000,156250,152500,153500,157500,155000,169000
26280,E08000030,Walsall,E01010355,Walsall 039B,182000,196000,183750,212000,202500,199000,200000,185000,206000,230000
26281,E08000030,Walsall,E01010356,Walsall 039C,182500,178500,194250,200000,202500,205000,202500,195000,208750,215000
26282,E08000030,Walsall,E01010357,Walsall 039D,200000,211500,210000,202500,210000,200000,200000,216500,220000,222500
26283,E08000030,Walsall,E01010358,Walsall 039E,161750,161750,164750,170000,177500,174000,173000,174000,165000,169000
26284,E08000030,Walsall,E01010359,Walsall 039F,150000,167000,167000,167000,169000,168500,172500,173000,172000,177000
26285,E08000030,Walsall,E01010360,Walsall 039G,170000,175000,175000,174000,181000,181500,195000,209000,205000,208000
26286,E08000030,Walsall,E01010361,Walsall 031A,113000,110500,127500,132000,121500,121500,122000,132500,137500,135000
26287,E08000030,Walsall,E01010362,Walsall 026C,107000,117000,120000,130000,134000,132000,135750,138750,137500,117500
26288,E08000030,Walsall,E01010363,Walsall 026D,100000,100000,100000,100000,93500,97500,95000,108500,105000,105000
26289,E08000030,Walsall,E01010364,Walsall 031B,102250,100500,117000,117000,117000,117000,117000,119000,98000,110000
26290,E08000030,Walsall,E01010365,Walsall 031C,125000,130000,125000,130000,:,:,:,:,103000,93500
26291,E08000030,Walsall,E01010366,Walsall 031D,88000,88000,101750,122997.5,106500,106500,95000,97000,106000,109500
26292,E08000030,Walsall,E01010367,Walsall 031E,107000,105000,107000,107500,108000,103000,106500,103000,100000,108250
26293,E08000030,Walsall,E01010368,Walsall 030A,71000,75000,71000,82000,77000,79000,81000,85000,99995,99995
26294,E08000030,Walsall,E01010369,Walsall 024D,168000,160000,117500,91500,94000,120000,167000,167000,130000,127500
26295,E08000030,Walsall,E01010370,Walsall 030B,92500,90500,85750,104500,115000,160000,172500,152500,145000,144000
26296,E08000030,Walsall,E01010371,Walsall 030C,88000,131500,131500,120000,100000,95000,95000,85000,92500,90000
26297,E08000030,Walsall,E01010372,Walsall 030D,139775,146500,153000,164975,150000,159950,170000,170000,160000,160000
26298,E08000030,Walsall,E01010373,Walsall 030E,252500,263975,272000,313000,315000,304500,212000,328000,355000,357500
26299,E08000030,Walsall,E01010374,Walsall 018D,128000,129995,129997.5,130950,131225,132995,133497.5,135000,136000,140000
26300,E08000030,Walsall,E01010375,Walsall 018E,76000,76000,74000,71000,95500,120000,103000,90000,78000,78000
26301,E08000030,Walsall,E01010376,Walsall 020A,149975,150000,162000,161000,162000,162500,160500,161500,160000,152500
26302,E08000030,Walsall,E01010377,Walsall 020B,132250,127500,136000,139995,140000,145500,143000,142750,143000,146000
26303,E08000030,Walsall,E01010378,Walsall 019A,150000,147500,145000,145000,145000,160000,170000,170000,160000,165000
26304,E08000030,Walsall,E01010379,Walsall 019B,150000,153000,166250,166250,171250,167500,156000,156000,153500,151750
26305,E08000030,Walsall,E01010380,Walsall 020C,157000,155000,156000,161250,166250,169000,169000,170000,170000,170000
26306,E08000030,Walsall,E01010381,Walsall 020D,155000,130000,119000,109000,110000,125250,122500,153000,170000,162000
26307,E08000030,Walsall,E01010382,Walsall 019C,138750,112500,139500,131500,125700,127000,105000,102500,109000,139250
26308,E08000030,Walsall,E01010383,Walsall 019D,152250,148000,148250,140000,180000,140000,129995,120000,120000,120000
26309,E08000030,Walsall,E01010384,Walsall 032A,246000,247500,254500,245000,283975,290000,263750,270000,261500,252500
26310,E08000030,Walsall,E01010385,Walsall 028A,485000,408500,399950,412000,315000,490000,520000,443500,490000,442250
26311,E08000030,Walsall,E01010386,Walsall 028B,306000,279000,282500,313500,313500,315000,328250,275000,330000,345000
26312,E08000030,Walsall,E01010387,Walsall 028C,242500,259000,267000,276000,291275,291275,286500,285000,275350,265000
26313,E08000030,Walsall,E01010388,Walsall 022E,483000,496000,411500,434000,440000,424500,357000,366000,354750,358500
26314,E08000030,Walsall,E01010389,Walsall 032B,430000,440000,443750,449750,446250,434000,424000,390000,395000,395000
26315,E08000030,Walsall,E01010390,Walsall 032C,225000,237000,242750,245500,265000,250000,245500,242575,240000,240150
26316,E08000030,Walsall,E01010391,Walsall 032D,220000,223500,230000,237000,245000,250000,249950,252000,250000,255000
26317,E08000030,Walsall,E01010392,Walsall 028D,279950,280000,280500,294500,325000,330000,352500,337500,290000,333500
26318,E08000030,Walsall,E01010393,Walsall 014A,144500,147500,140000,143958,150000,156425,156425,162497.5,160000,147500
26319,E08000030,Walsall,E01010394,Walsall 014B,130000,140000,144000,139000,138000,136000,140000,145000,150000,155000
26320,E08000030,Walsall,E01010395,Walsall 011A,200000,200000,207500,225500,220250,204250,206000,194500,201750,215000
26321,E08000030,Walsall,E01010396,Walsall 014C,125000,125000,128250,128250,125000,125000,131000,135500,140000,147500
26322,E08000030,Walsall,E01010397,Walsall 011B,117000,115000,105000,105000,106250,130000,130000,145000,143500,140000
26323,E08000030,Walsall,E01010398,Walsall 011C,227500,240000,240000,240000,240000,197500,200750,198000,186000,211500
26324,E08000030,Walsall,E01010399,Walsall 011D,149000,149000,151500,155500,143750,144000,142500,141250,144750,147250
26325,E08000030,Walsall,E01010400,Walsall 014D,102500,101250,119450,125000,120500,122750,120250,118000,119000,118000
26326,E08000030,Walsall,E01010401,Walsall 025A,115000,115000,115000,120000,114000,118000,121000,121000,138500,146000
26327,E08000030,Walsall,E01010402,Walsall 027A,127500,124500,127500,130000,141250,152500,152500,152500,152475,154950
26328,E08000030,Walsall,E01010403,Walsall 025B,113997.5,130750,130250,99000,103000,103750,111500,127000,128500,139000
26329,E08000030,Walsall,E01010404,Walsall 025C,104000,130000,95000,125000,130000,130000,130000,120000,120000,120000
26330,E08000030,Walsall,E01010405,Walsall 027B,100000,106500,117500,128000,131000,135000,135000,116750,120000,118500
26331,E08000030,Walsall,E01010406,Walsall 027C,145000,122250,126250,120000,120000,121500,118500,130500,134950,135000
26332,E08000030,Walsall,E01010407,Walsall 025D,134995,134995,131750,135750,127500,123750,126500,123750,130000,146000
26333,E08000030,Walsall,E01010408,Walsall 025E,102000,110000,103000,104000,103000,97750,97000,98500,103500,104250
