,Local authority code,Local authority name,LSOA code,LSOA name,Year ending Dec 2017,Year ending Mar 2018,Year ending Jun 2018,Year ending Sep 2018,Year ending Dec 2018,Year ending Mar 2019,Year ending Jun 2019,Year ending Sep 2019,Year ending Dec 2019,Year ending Mar 2020
25240,E08000025,Birmingham,E01009343,Birmingham 063E,117950,118100,118000,114500,118125,111500,119500,123000,123000,130000
25241,E08000025,Birmingham,E01009344,Birmingham 139H,108500,:,107250,122500,115000,121250,122500,133500,135500,133500
25242,E08000025,Birmingham,E01009345,Birmingham 053D,105000,105000,88000,88000,93000,93000,99500,99500,112000,:
25243,E08000025,Birmingham,E01009346,Birmingham 053E,:,:,:,:,108000,108000,108000,111500,115000,115000
25244,E08000025,Birmingham,E01009347,Birmingham 049D,126000,:,:,:,:,:,161000,170000,170000,170000
25245,E08000025,Birmingham,E01009348,Birmingham 047A,130264.5,124725,128000,126250,128250,135000,132000,141000,147500,156450
25246,E08000025,Birmingham,E01009349,Birmingham 036D,92000,90000,95000,87500,90000,109000,114500,117500,117000,120000
25247,E08000025,Birmingham,E01009350,Birmingham 039B,119000,136500,136500,129000,129000,:,110007,:,:,:
25248,E08000025,Birmingham,E01009351,Birmingham 036E,101000,101000,95000,120000,121500,126000,120000,114500,120000,115500
25249,E08000025,Birmingham,E01009352,Birmingham 039C,146250,153000,161500,:,:,:,:,:,:,:
25250,E08000025,Birmingham,E01009353,Birmingham 039D,:,:,:,128000,126500,125000,125000,123500,123500,125000
25251,E08000025,Birmingham,E01009354,Birmingham 036F,105000,105000,105000,117000,120000,120000,129000,123500,:,:
25252,E08000025,Birmingham,E01009355,Birmingham 039E,137500,175000,175000,:,180000,:,:,:,:,:
25253,E08000025,Birmingham,E01009358,Birmingham 047B,107000,135000,123500,123500,123500,120250,117000,120000,135000,139500
25254,E08000025,Birmingham,E01009359,Birmingham 047C,92500,93000,93000,99500,106000,112000,112000,110750,110000,100000
25255,E08000025,Birmingham,E01009360,Birmingham 047D,96925,98425,98425,112000,115000,116475,115000,111000,110000,110000
25256,E08000025,Birmingham,E01009361,Birmingham 047E,80000,80000,80000,85500,96000,97000,98000,98000,101500,98000
25257,E08000025,Birmingham,E01009362,Birmingham 071A,:,:,:,:,:,:,:,:,:,:
25258,E08000025,Birmingham,E01009363,Birmingham 071B,:,:,103000,91500,103000,89000,73000,73000,69950,102475
25259,E08000025,Birmingham,E01009364,Birmingham 071C,:,:,:,:,:,:,:,:,:,135000
25260,E08000025,Birmingham,E01009365,Birmingham 071D,130000,:,130000,130000,131000,131000,:,:,:,:
25261,E08000025,Birmingham,E01009366,Birmingham 084A,121000,130500,135000,145000,142500,135250,:,92000,118500,120000
25262,E08000025,Birmingham,E01009367,Birmingham 083A,:,160000,155000,135000,138000,129000,92500,139000,140000,:
25263,E08000025,Birmingham,E01009368,Birmingham 077A,:,:,:,:,:,:,:,:,:,:
25264,E08000025,Birmingham,E01009371,Birmingham 077D,:,:,:,:,114000,117000,110000,110000,113000,113000
25265,E08000025,Birmingham,E01009372,Birmingham 082A,128250,127000,125000,130000,128000,128500,131000,130000,130000,:
25266,E08000025,Birmingham,E01009373,Birmingham 082B,102500,:,:,102500,100000,:,:,:,:,131000
25267,E08000025,Birmingham,E01009374,Birmingham 084B,:,:,:,:,:,:,:,168500,155000,:
25268,E08000025,Birmingham,E01009375,Birmingham 083B,98000,103500,103500,103500,:,:,115000,95000,106250,120000
25269,E08000025,Birmingham,E01009376,Birmingham 084C,121375,133975,:,:,:,120475,120475,120475,121000,119000
25270,E08000025,Birmingham,E01009377,Birmingham 083C,120000,115000,117500,108000,111500,108000,113750,121250,:,:
25271,E08000025,Birmingham,E01009378,Birmingham 135A,120475,117950,117950,117950,116950,143500,168500,181500,260000,260000
25272,E08000025,Birmingham,E01009379,Birmingham 071E,144500,140000,138000,143000,136000,136000,135000,:,:,:
25273,E08000025,Birmingham,E01009380,Birmingham 070E,105000,107500,99000,102000,99500,105000,110000,108125,110125,100625
25274,E08000025,Birmingham,E01009382,Birmingham 140C,135000,150000,150500,150250,165000,157750,169500,167500,159000,159000
25275,E08000025,Birmingham,E01009383,Birmingham 083D,172500,149975,159500,194475,162750,162750,:,:,:,:
25276,E08000025,Birmingham,E01009384,Birmingham 092E,186000,186000,150000,150000,173725,179950,195000,215750,220000,217000
25277,E08000025,Birmingham,E01009385,Birmingham 092F,275000,260000,142500,309750,138750,285000,309125,218500,302000,302000
25278,E08000025,Birmingham,E01009389,Birmingham 093B,124250,152500,124250,:,:,207500,280000,215000,231000,223000
25279,E08000025,Birmingham,E01009390,Birmingham 093C,285000,282500,282500,198600,149950,384000,550000,571400,571400,543900
25280,E08000025,Birmingham,E01009391,Birmingham 140D,118500,118500,118500,122000,123500,122000,125000,126000,128250,131000
25281,E08000025,Birmingham,E01009392,Birmingham 140E,170000,167500,156250,142500,171000,171750,185499.5,171000,180000,190000
25282,E08000025,Birmingham,E01009393,Birmingham 140F,115000,118000,119000,120500,121500,120000,120000,125000,126500,132500
25283,E08000025,Birmingham,E01009394,Birmingham 093D,129500,131000,130000,120000,120000,140000,140500,142000,137000,121000
25284,E08000025,Birmingham,E01009395,Birmingham 097F,155000,176500,213000,230000,326500,318000,247000,247000,225000,229000
25285,E08000025,Birmingham,E01009396,Birmingham 082D,155000,157500,152500,165000,180000,180000,180000,154000,:,144000
25286,E08000025,Birmingham,E01009397,Birmingham 077E,156750,157500,157500,152000,:,:,:,:,170000,167500
25287,E08000025,Birmingham,E01009399,Birmingham 083E,125000,125000,117500,110000,110000,118000,118000,119000,124000,124000
25288,E08000025,Birmingham,E01009400,Birmingham 031E,141500,145500,143000,148216.5,140000,140000,143000,141500,143000,149000
25289,E08000025,Birmingham,E01009401,Birmingham 031F,106500,102500,103500,130000,130000,140300,140600,140000,148750,160000
25290,E08000025,Birmingham,E01009403,Birmingham 020A,135000,135500,135500,150000,155000,156000,155000,150000,155000,147500
25291,E08000025,Birmingham,E01009404,Birmingham 020B,127000,126000,130000,126000,140000,137000,147000,144500,140000,147500
25292,E08000025,Birmingham,E01009405,Birmingham 020C,135000,135000,147500,148000,145000,145000,145000,138000,138000,135525
25293,E08000025,Birmingham,E01009406,Birmingham 020D,120000,122500,123750,128000,135000,132500,140800,140400,140800,142000
25294,E08000025,Birmingham,E01009407,Birmingham 020E,163000,170500,170500,170000,160000,150000,160000,163000,166000,168500
25295,E08000025,Birmingham,E01009408,Birmingham 026B,135000,135000,145000,145000,147000,150000,159500,165250,165750,157500
25296,E08000025,Birmingham,E01009409,Birmingham 026C,122000,128000,132000,132000,143000,145000,149000,154000,146500,148500
25297,E08000025,Birmingham,E01009410,Birmingham 026D,138500,131000,111000,128000,131500,142500,147500,142500,145000,145000
25298,E08000025,Birmingham,E01009411,Birmingham 030B,90000,102500,88750,99500,97000,95000,98000,97500,97500,106500
25299,E08000025,Birmingham,E01009412,Birmingham 030C,122250,122000,133500,133500,144250,143000,150000,151250,151750,150250
25300,E08000025,Birmingham,E01009413,Birmingham 030D,121000,120000,121250,120000,132000,144000,136000,144500,158500,160000
25301,E08000025,Birmingham,E01009414,Birmingham 030E,121750,125750,140500,132997.5,150000,140000,129000,131000,145000,153000
25302,E08000025,Birmingham,E01009415,Birmingham 002A,330000,387475,399950,432250,480000,475000,467500,450000,437500,390000
25303,E08000025,Birmingham,E01009416,Birmingham 003A,302500,335000,365000,353500,369950,375000,362500,374975,360000,300000
25304,E08000025,Birmingham,E01009417,Birmingham 001A,410000,381250,388500,402475,386750,421000,389950,309000,334250,295000
25305,E08000025,Birmingham,E01009418,Birmingham 001B,294000,301500,298750,290000,286250,275000,285000,286250,295000,295000
25306,E08000025,Birmingham,E01009419,Birmingham 001C,301250,280000,287500,274044,297500,305000,311000,316000,312000,305000
25307,E08000025,Birmingham,E01009420,Birmingham 003B,280000,280000,280000,276250,279975,285000,271000,267500,272000,272000
25308,E08000025,Birmingham,E01009421,Birmingham 004A,625000,580750,630000,636250,625000,567500,547500,580000,603750,630000
25309,E08000025,Birmingham,E01009422,Birmingham 002B,280000,290000,275000,290000,326000,332000,275500,280000,260000,272500
25310,E08000025,Birmingham,E01009423,Birmingham 002C,236750,228500,220000,232000,240000,273625,329750,290000,292500,266000
25311,E08000025,Birmingham,E01009424,Birmingham 004B,210000,200000,237500,237000,237000,246250,237000,277500,234000,250000
25312,E08000025,Birmingham,E01009425,Birmingham 002D,349950,315000,357475,345000,386750,361750,347500,360000,325000,370000
25313,E08000025,Birmingham,E01009426,Birmingham 003C,375000,358500,358500,348000,348000,332500,342000,349950,357500,365000
25314,E08000025,Birmingham,E01009427,Birmingham 004C,450000,227500,178250,178250,193625,216000,197750,197750,205000,205000
25315,E08000025,Birmingham,E01009428,Birmingham 004D,415500,421000,417500,423750,430000,433250,438250,475000,475000,477500
25316,E08000025,Birmingham,E01009429,Birmingham 003D,325000,344000,330000,381250,405000,423750,442500,477500,455000,467000
25317,E08000025,Birmingham,E01009430,Birmingham 004E,826250,641000,625000,590000,590000,617000,634000,825000,900000,950000
25318,E08000025,Birmingham,E01009431,Birmingham 003E,312500,317500,313500,312000,320000,332500,338250,347500,365000,348000
25319,E08000025,Birmingham,E01009432,Birmingham 006A,260000,256500,255000,262000,271500,273000,286250,291250,285000,285000
25320,E08000025,Birmingham,E01009433,Birmingham 001D,348000,340860,335000,335000,300000,345000,345000,355000,372000,405000
25321,E08000025,Birmingham,E01009434,Birmingham 012A,280745,281745,282495,260000,350995,337500,338750,354995,329650,347000
25322,E08000025,Birmingham,E01009435,Birmingham 006B,252500,252000,253500,251000,277250,300000,330000,330000,345000,355000
25323,E08000025,Birmingham,E01009436,Birmingham 012B,313000,282250,283250,318997.5,326495,331995,330995,326495,337500,336500
25324,E08000025,Birmingham,E01009437,Birmingham 006C,280000,272500,264750,264500,265000,274000,292500,295000,335000,338500
25325,E08000025,Birmingham,E01009438,Birmingham 012C,266750,266000,282000,265000,265000,285000,287500,287500,300000,286000
25326,E08000025,Birmingham,E01009439,Birmingham 021A,267500,217000,182500,181000,206250,194500,230000,194500,193000,250000
25327,E08000025,Birmingham,E01009440,Birmingham 012D,205250,178000,174000,186500,185000,262000,315000,312000,310000,250000
25328,E08000025,Birmingham,E01009441,Birmingham 021B,167500,180000,187000,185000,195000,208000,205000,215000,250000,247500
25329,E08000025,Birmingham,E01009442,Birmingham 021C,250000,246500,238500,243500,250000,255000,267750,259000,259000,265000
25330,E08000025,Birmingham,E01009443,Birmingham 021D,265000,237000,237250,232250,232250,246500,255000,255000,247000,251500
25331,E08000025,Birmingham,E01009444,Birmingham 006D,325000,317500,327500,345000,345000,365000,362500,350000,358750,350000
25332,E08000025,Birmingham,E01009445,Birmingham 005A,179000,175000,171800,173800,180000,180000,185000,177500,170000,172500
25333,E08000025,Birmingham,E01009446,Birmingham 005B,265500,265000,257000,275000,280000,280000,270000,245000,242500,260000
25334,E08000025,Birmingham,E01009447,Birmingham 005C,235000,215000,210000,222500,215000,210000,215000,210000,230000,235000
25335,E08000025,Birmingham,E01009448,Birmingham 005D,186500,190000,190000,195500,200500,201000,215000,213000,205000,237500
25336,E08000025,Birmingham,E01009449,Birmingham 009A,232000,192500,212500,181000,175000,175000,176500,175000,180000,189250
25337,E08000025,Birmingham,E01009450,Birmingham 012E,206750,217500,261000,247500,253000,255000,252000,255000,263875,260000
25338,E08000025,Birmingham,E01009451,Birmingham 009B,178000,190000,205000,215000,230000,221800,219900,217500,220000,220000
25339,E08000025,Birmingham,E01009452,Birmingham 005E,203000,203000,206500,210000,212500,212500,210000,222500,222750,230000
25340,E08000025,Birmingham,E01009453,Birmingham 009C,290000,290000,293000,275000,275000,276000,290000,320000,311500,320000
25341,E08000025,Birmingham,E01009454,Birmingham 006E,271000,264000,279000,258000,211750,265000,265000,265000,276500,289000
25342,E08000025,Birmingham,E01009455,Birmingham 005F,190000,195000,210000,226000,240000,205000,200000,200000,200500,195500
25343,E08000025,Birmingham,E01009456,Birmingham 018C,228010,245000,277475,312500,300000,300000,308425,321500,325000,322500
25344,E08000025,Birmingham,E01009457,Birmingham 015A,428000,420000,412500,442500,470000,470000,470000,445000,369000,395000
25345,E08000025,Birmingham,E01009458,Birmingham 018D,232750,255000,266475,249500,248000,244950,244950,232500,247250,260000
25346,E08000025,Birmingham,E01009459,Birmingham 015B,395000,395250,382500,375000,365500,361000,362000,375000,365250,385500
25347,E08000025,Birmingham,E01009460,Birmingham 018E,134975,131250,134475,135000,171500,145000,145000,152500,145000,145000
25348,E08000025,Birmingham,E01009461,Birmingham 015C,357500,356257,357500,362500,355250,362500,350250,350000,350000,354000
25349,E08000025,Birmingham,E01009462,Birmingham 018F,216000,218000,225250,215500,245000,245000,232000,245000,234125,240000
25350,E08000025,Birmingham,E01009463,Birmingham 015D,333500,339000,250000,250000,366500,350000,400000,400000,342500,355000
25351,E08000025,Birmingham,E01009464,Birmingham 007B,261000,277500,280000,290000,285000,287500,280000,292500,314000,306000
25352,E08000025,Birmingham,E01009465,Birmingham 007C,262000,285000,306000,306000,292500,290000,277000,284000,280000,257500
25353,E08000025,Birmingham,E01009466,Birmingham 009D,375000,375000,382000,396000,396000,377500,377500,370000,373584.5,429000
25354,E08000025,Birmingham,E01009467,Birmingham 007D,280000,282500,282500,280000,283500,285000,285000,291000,288500,274500
25355,E08000025,Birmingham,E01009468,Birmingham 004F,357500,377475,350000,422250,425000,425000,425000,417500,210000,368500
25356,E08000025,Birmingham,E01009469,Birmingham 010B,320000,350000,325000,300000,312500,345000,320000,345000,307500,267500
25357,E08000025,Birmingham,E01009470,Birmingham 010C,330000,330000,345000,360000,363000,383750,417500,402500,420000,420000
25358,E08000025,Birmingham,E01009471,Birmingham 009E,325000,297500,290000,275000,335000,340000,240000,345000,232500,348750
25359,E08000025,Birmingham,E01009472,Birmingham 010D,298920,299475,289445,300000,317500,279000,305000,282500,257000,275000
25360,E08000025,Birmingham,E01009473,Birmingham 010E,215000,222000,222000,225000,228000,245000,264250,257000,250000,250000
25361,E08000025,Birmingham,E01009474,Birmingham 010F,316500,308250,308250,335000,335050,370000,340000,340000,350000,348750
25362,E08000025,Birmingham,E01009475,Birmingham 055A,126000,138000,140000,133000,130000,129500,129975,129950,140000,146000
25363,E08000025,Birmingham,E01009476,Birmingham 055B,155000,162500,150000,142000,120000,122500,125000,:,137000,139000
25364,E08000025,Birmingham,E01009477,Birmingham 055C,123000,127000,141000,135000,137500,140000,143750,147500,155000,148750
25365,E08000025,Birmingham,E01009478,Birmingham 048A,130000,131500,131500,131500,130000,130000,145500,145500,155000,145500
25366,E08000025,Birmingham,E01009479,Birmingham 048B,122500,125000,110000,117500,125000,115000,115000,96500,96500,101000
25367,E08000025,Birmingham,E01009480,Birmingham 044C,125000,130500,143500,142000,143500,146000,136500,140000,140000,137500
25368,E08000025,Birmingham,E01009481,Birmingham 044D,136000,150000,165000,156500,162500,155000,155000,157500,151250,167750
25369,E08000025,Birmingham,E01009482,Birmingham 048C,:,:,:,90000,92750,97000,100000,110000,120000,120000
25370,E08000025,Birmingham,E01009483,Birmingham 051B,100000,108000,:,:,120000,130000,120000,120000,162500,:
25371,E08000025,Birmingham,E01009484,Birmingham 048D,105000,107500,110000,114000,120000,125975,128500,126950,127000,127000
25372,E08000025,Birmingham,E01009485,Birmingham 048E,120000,130000,130000,127000,135000,126000,126000,128500,120000,125000
25373,E08000025,Birmingham,E01009486,Birmingham 044E,119000,119000,124500,126000,129000,126000,132500,129750,127250,129750
25374,E08000025,Birmingham,E01009487,Birmingham 044F,134000,132000,132500,132000,132500,147500,160000,152750,152750,146500
25375,E08000025,Birmingham,E01009488,Birmingham 051C,109500,118750,121500,124500,127500,123500,130000,134000,134000,158000
25376,E08000025,Birmingham,E01009489,Birmingham 051D,:,114000,114000,112000,111000,118000,114000,117000,120000,114000
25377,E08000025,Birmingham,E01009490,Birmingham 055D,131500,165000,140000,140000,155000,150000,162500,162500,159000,154500
25378,E08000025,Birmingham,E01009491,Birmingham 051E,120000,:,:,:,:,:,:,119000,:,:
25379,E08000025,Birmingham,E01009492,Birmingham 055E,194950,177500,130500,135000,138500,140000,137000,135000,130000,137500
25380,E08000025,Birmingham,E01009493,Birmingham 113D,194975,222950,243700,227950,279950,223950,223450,229950,222950,236000
25381,E08000025,Birmingham,E01009494,Birmingham 109A,:,:,:,:,:,:,:,:,:,:
25382,E08000025,Birmingham,E01009495,Birmingham 106E,178750,178750,170000,140000,170000,180000,190000,222475,222475,222475
25383,E08000025,Birmingham,E01009496,Birmingham 109B,200000,203500,201000,205000,206875,220000,220000,220000,206750,200000
25384,E08000025,Birmingham,E01009497,Birmingham 109C,152000,145500,132000,155250,173500,175250,180000,175250,164750,172000
25385,E08000025,Birmingham,E01009498,Birmingham 119D,117500,120250,127000,127000,127000,130000,126000,134950,132000,135500
25386,E08000025,Birmingham,E01009499,Birmingham 119E,123500,131250,120000,122500,128850,131750,141250,145500,146000,141750
25387,E08000025,Birmingham,E01009500,Birmingham 095E,156475,149000,144000,157700,157700,139500,145000,145000,145000,145000
25388,E08000025,Birmingham,E01009501,Birmingham 101B,122500,122500,125000,123500,133250,133250,133250,139750,136500,145000
25389,E08000025,Birmingham,E01009502,Birmingham 101C,125000,129250,130000,130000,130000,129250,132750,143000,147000,147000
25390,E08000025,Birmingham,E01009503,Birmingham 101D,132500,135000,135000,137500,137500,140500,140500,147000,155000,151000
25391,E08000025,Birmingham,E01009504,Birmingham 109D,325000,350000,350000,344950,354450,354975,303000,366250,345000,338700
25392,E08000025,Birmingham,E01009505,Birmingham 101E,149000,149000,154000,155000,152000,155000,154000,149500,154500,154500
25393,E08000025,Birmingham,E01009506,Birmingham 109E,230000,233500,233500,235000,260000,275000,341475,257500,197500,220000
25394,E08000025,Birmingham,E01009507,Birmingham 056B,160000,155000,155000,148000,131500,145000,145000,126250,160000,207500
25395,E08000025,Birmingham,E01009508,Birmingham 056C,149975,156000,158000,166750,166750,172497.5,172500,170000,175000,176750
25396,E08000025,Birmingham,E01009509,Birmingham 056D,151000,160000,165000,163500,180000,162500,180500,206000,202000,202000
25397,E08000025,Birmingham,E01009510,Birmingham 056E,130000,145500,142500,155000,159500,167000,195000,158500,146500,145000
25398,E08000025,Birmingham,E01009511,Birmingham 054F,154560,149780,149780,165750,145000,150000,155000,141000,150000,:
25399,E08000025,Birmingham,E01009512,Birmingham 062A,133250,134500,169995,190000,175000,190000,160500,162560,163250,169250
25400,E08000025,Birmingham,E01009513,Birmingham 066F,126250,146000,148500,150000,150000,158000,164000,178000,178000,178000
25401,E08000025,Birmingham,E01009514,Birmingham 062B,113000,120000,157245,156995,153497.5,160995,161995,166995,164995,140000
25402,E08000025,Birmingham,E01009515,Birmingham 067C,145150,147575,140000,164500,164500,170000,183500,165000,167500,170000
25403,E08000025,Birmingham,E01009516,Birmingham 062C,140000,150500,160000,165000,162500,169500,169000,164500,160000,151000
25404,E08000025,Birmingham,E01009517,Birmingham 062D,152250,160250,158000,161997.5,170000,175000,180000,180000,185000,172995
25405,E08000025,Birmingham,E01009518,Birmingham 067D,135000,149000,125000,165000,158500,192500,210000,223000,234000,198625
25406,E08000025,Birmingham,E01009519,Birmingham 072C,166000,165500,165000,183475,184950,184975,185000,180000,180000,182500
25407,E08000025,Birmingham,E01009520,Birmingham 072D,160500,186000,194000,199500,194500,199500,225000,221000,221000,210000
25408,E08000025,Birmingham,E01009521,Birmingham 067E,191000,200000,194000,192500,195000,195000,195000,195500,200000,205750
25409,E08000025,Birmingham,E01032589,Birmingham 132E,221250,203000,203000,217500,200000,240000,240000,240000,271750,280875
25410,E08000025,Birmingham,E01032591,Birmingham 133F,200000,200000,199000,200000,220000,230000,255000,267500,255000,242500
25411,E08000025,Birmingham,E01033557,Birmingham 134B,179950,180225,179950,179950,177500,194950,199950,199995,204950,196750
25412,E08000025,Birmingham,E01033559,Birmingham 049E,189000,190000,195550,186500,196250,198000,205000,219000,233385,233385
25413,E08000025,Birmingham,E01033561,Birmingham 050E,:,:,:,:,:,:,:,:,:,:
25414,E08000025,Birmingham,E01033562,Birmingham 087F,183000,190000,195000,200000,213000,202500,201000,203000,200500,225250
25415,E08000025,Birmingham,E01033564,Birmingham 136C,162250,162250,163750,157000,155000,155000,154000,155000,154000,157500
25416,E08000025,Birmingham,E01033565,Birmingham 137B,180000,186000,188125,185000,188750,180500,206225,210000,229225,229950
25417,E08000025,Birmingham,E01033567,Birmingham 135B,159000,165000,170000,172000,186875,188750,186875,170000,163500,163500
25418,E08000025,Birmingham,E01033615,Birmingham 135C,175000,175025,175025,185000,185000,186900,188800,185250,189000,191975
25419,E08000025,Birmingham,E01033616,Birmingham 135D,195000,195000,189000,194500,182500,184000,184500,187000,187000,201250
25420,E08000025,Birmingham,E01033617,Birmingham 050F,230000,230000,225000,216250,214500,217000,174000,175000,182000,182000
25421,E08000025,Birmingham,E01033618,Birmingham 137C,195000,202031,209000,232500,238750,238750,235000,224475,214950,235000
25422,E08000025,Birmingham,E01033619,Birmingham 137D,210000,214250,211500,208500,187500,181950,185000,187950,194950,204950
25423,E08000025,Birmingham,E01033620,Birmingham 138A,197500,174000,185000,180000,190000,193000,196000,195000,198250,198250
25424,E08000025,Birmingham,E01033621,Birmingham 035G,134000,138000,142000,130000,143000,170000,146000,170000,141750,128750
25425,E08000025,Birmingham,E01033622,Birmingham 138B,178500,175500,176000,171490,171490,172245,173000,178062.5,210000,212500
25426,E08000025,Birmingham,E01033623,Birmingham 138C,240000,224000,236000,213750,213750,212500,207500,215000,215575,218500
25427,E08000025,Birmingham,E01033624,Birmingham 134C,169500,169500,169500,206000,215000,215000,229000,215000,220250,184000
25428,E08000025,Birmingham,E01033625,Birmingham 138D,190000,195000,191500,195000,190000,188000,193750,190000,229000,229000
25429,E08000025,Birmingham,E01033626,Birmingham 134D,190000,191750,194500,206000,208000,194500,193750,195000,197000,204500
25430,E08000025,Birmingham,E01033627,Birmingham 137E,210000,230000,230000,190000,232500,186000,189000,252500,253750,231250
25431,E08000025,Birmingham,E01033628,Birmingham 041F,103000,103000,106500,120000,127500,124000,113000,113000,115000,115000
25432,E08000025,Birmingham,E01033629,Birmingham 106F,129950,130000,134000,142500,151750,150500,155250,157500,130000,131500
25433,E08000025,Birmingham,E01033630,Birmingham 031H,106000,113750,120000,120000,120000,120000,120000,121000,118000,122000
25434,E08000025,Birmingham,E01033631,Birmingham 079F,390000,359081.5,260500,235000,385000,385000,399000,385000,380000,360000
25435,E08000025,Birmingham,E01033632,Birmingham 023F,174250,200000,200000,200000,231250,235000,240000,229500,223000,225000
25436,E08000025,Birmingham,E01033633,Birmingham 125G,164997.5,159995,154500,156000,154500,155000,151000,155000,165000,166000
25437,E08000025,Birmingham,E01033634,Birmingham 096G,270000,286000,272500,:,:,:,:,380000,376000,376000
25438,E08000025,Birmingham,E01033635,Birmingham 039H,104500,104750,104750,113500,113500,120000,120000,115000,120000,110000
25439,E08000025,Birmingham,E01033636,Birmingham 037F,120000,97500,128250,128250,126500,130000,125000,127500,140000,140000
25440,E08000025,Birmingham,E01033637,Birmingham 041G,108000,100000,108000,118750,115000,120000,117500,117500,119550,:
25441,E08000025,Birmingham,E01033638,Birmingham 049F,:,:,:,:,:,:,:,120500,130000,130000
25442,E08000025,Birmingham,E01033639,Birmingham 136D,135000,184450,188950,195020,194950,196500,198990,188950,198288,206000
25443,E08000025,Birmingham,E01033640,Birmingham 134E,229500,233000,230000,233500,219950,209950,209950,204950,183975,202500
25444,E08000025,Birmingham,E01033641,Birmingham 140G,125000,133500,143000,138500,140000,137500,129500,135000,157000,165445
25445,E08000025,Birmingham,E01033642,Birmingham 063F,131500,135000,135000,150000,150000,150000,150000,148750,147500,139000
25446,E08000025,Birmingham,E01033643,Birmingham 082F,112000,117000,119000,112000,129500,150000,135500,143000,142500,138000
25447,E08000025,Birmingham,E01033644,Birmingham 052F,97500,110000,110000,110000,110000,125000,122500,128500,122000,122000
25448,E08000025,Birmingham,E01033645,Birmingham 088E,170000,189950,189975,255000,255000,230000,358000,192500,186000,189500
25449,E08000025,Birmingham,E01033646,Birmingham 031I,160000,160000,100000,107500,111750,127000,139000,135500,112250,90000
25450,E08000025,Birmingham,E01033647,Birmingham 058E,102500,120500,126500,130000,130000,125250,117500,127500,135000,135000
25451,E08000025,Birmingham,E01033648,Birmingham 084F,140500,140500,155000,155000,119250,147500,147500,:,:,:
25452,E08000025,Birmingham,E01033649,Birmingham 058F,110000,110000,120000,123500,125000,125000,125000,126000,130000,131000
25453,E08000025,Birmingham,E01033650,Birmingham 077F,110500,127500,135000,135000,135000,145000,120000,:,130000,147000
25454,E08000026,Coventry,E01009522,Coventry 014A,187750,210000,200000,185000,184025,182525,185000,235000,299495,305000
25455,E08000026,Coventry,E01009523,Coventry 010A,383500,357000,384000,417500,425000,457500,440000,400000,406000,406000
25456,E08000026,Coventry,E01009524,Coventry 006A,232000,237500,236500,231250,194000,179500,175000,179500,189000,189500
25457,E08000026,Coventry,E01009525,Coventry 006B,155000,170675,170675,160000,160000,160000,161250,180000,183750,190500
25458,E08000026,Coventry,E01009526,Coventry 010B,201500,190000,190000,200000,190000,195000,248000,205000,245000,230000
25459,E08000026,Coventry,E01009527,Coventry 006C,171250,173750,172250,174750,175000,173750,175000,175000,179950,190000
25460,E08000026,Coventry,E01009528,Coventry 010C,247500,246250,243750,233000,234750,238500,254000,300000,262500,257000
25461,E08000026,Coventry,E01009529,Coventry 014B,162000,169750,185000,185000,198000,207500,190000,190000,185000,180000
25462,E08000026,Coventry,E01009530,Coventry 014C,180000,180000,189500,189000,193000,203000,196000,204000,208500,204000
25463,E08000026,Coventry,E01009531,Coventry 010D,195000,205750,210000,197500,200125,192500,140000,137500,141000,162000
25464,E08000026,Coventry,E01009532,Coventry 033A,165975,170000,177500,171000,180000,169000,165000,183500,170000,176500
25465,E08000026,Coventry,E01009535,Coventry 033B,185000,196000,196000,187000,188000,185000,184000,186000,195000,200000
25466,E08000026,Coventry,E01009536,Coventry 033C,208000,205750,226000,232999,240000,249000,240000,241250,231250,242500
25467,E08000026,Coventry,E01009537,Coventry 035C,133500,142500,145000,145000,159000,159000,162500,165000,150000,140000
25468,E08000026,Coventry,E01009538,Coventry 035D,141000,142000,150975,149975,148225,148225,144500,142500,141750,140000
25469,E08000026,Coventry,E01009539,Coventry 039A,135000,135000,129000,127000,161497.5,161995,179995,167995,167495,167995
25470,E08000026,Coventry,E01009540,Coventry 039B,135000,145000,133000,140000,140000,140000,141000,130000,140000,141500
25471,E08000026,Coventry,E01009541,Coventry 039C,151500,136750,147500,145000,145000,145000,134500,133500,124500,128000
25472,E08000026,Coventry,E01009542,Coventry 039D,135000,150000,159995,164995,166600,195497.5,204995,209995,194000,173500
25473,E08000026,Coventry,E01009543,Coventry 033D,252500,276250,295000,292000,319000,308000,292500,294250,320500,345000
25474,E08000026,Coventry,E01009544,Coventry 038A,139000,139000,137500,138753,150000,150000,173000,170000,170000,170000
25475,E08000026,Coventry,E01009548,Coventry 031A,167100,176000,180000,162500,161250,165000,165000,171250,181250,189000
25476,E08000026,Coventry,E01009549,Coventry 037B,250000,268500,272000,289750,292000,289750,262500,260000,267500,275000
25477,E08000026,Coventry,E01009550,Coventry 037C,187000,187500,190250,201250,205000,207500,207500,207500,205000,202500
25478,E08000026,Coventry,E01009552,Coventry 037E,230000,232500,228750,230000,243000,219500,202750,185500,175500,175500
25479,E08000026,Coventry,E01009553,Coventry 031B,143100,143600,145000,145000,145000,150000,157500,160000,154000,148500
25480,E08000026,Coventry,E01009554,Coventry 034A,248649.5,213000,221500,213000,202000,195000,204975,224000,210000,222500
25481,E08000026,Coventry,E01009555,Coventry 034B,326000,286500,357500,305000,335000,337500,345000,347000,349000,355000
